bodyId,in_degree,Q_value
5901218894,1422.0,0.004485946634386165
5813032595,499.0,0.005273155327036718
859839499,972.0,0.19876584918928303
5813075196,327.0,-0.037349129914621804
298258611,464.0,0.19580433052527332
1406000196,297.0,0.2667524293639423
731736853,428.0,0.29215216039970154
5813024015,315.0,0.1323987987433953
797442049,379.0,0.18234363777505364
5812981543,290.0,0.0604034144305307
695956656,292.0,0.2216302107707847
1670916819,344.0,-0.03378705225076943
5813050455,413.0,0.28819818347776055
579575594,436.0,0.16886724559638305
362473525,431.0,0.26551820345520033
5812980291,369.0,0.21491365714948008
297947227,288.0,0.23554711319855698
918334668,402.0,0.18422203785380956
5813067721,282.0,0.0381364202813687
823058891,297.0,0.21042516694930125
5813087891,300.0,0.20867821491110927
5813054384,281.0,0.18698721695661183
328870472,364.0,0.18146100715116156
1136752885,336.0,0.18298843190108582
733458828,388.0,0.19085587777464053
5813057404,302.0,0.2220329873023561
1348312221,441.0,0.22460254526773865
5813075020,494.0,0.13369805420057304
733036127,933.0,0.12340033260296523
5812983831,426.0,0.246366136414412
1300276335,318.0,0.19342430879517974
544038123,459.0,0.24728403772046084
481657750,362.0,0.19428705016431502
1383383062,396.0,0.2577189025193538
1068885266,622.0,0.24333801919975306
5813019607,881.0,0.13180646716465724
1262360335,322.0,0.18298728537190004
425276848,2309.0,0.050165294486050185
5813061541,290.0,0.20105284428095072
1655997973,333.0,0.19306052231036983
300972942,897.0,0.12290056812566269
5813026661,311.0,0.19113793722794958
328861282,706.0,0.24562817318503416
5813083780,437.0,0.17293477440508417
5813061512,1012.0,0.21830115374556974
550275952,307.0,0.14076458292516275
912951014,392.0,0.18220618425652876
1591701396,308.0,0.23937894914113916
1069002537,300.0,0.25859121759785464
1573612290,302.0,0.15675328122321233
5813026936,331.0,0.2267399735760942
5813054773,678.0,0.0013090256695976416
791527493,342.0,0.26376687587534975
1203066222,286.0,0.152698452404007
1135441187,885.0,0.18899518280459582
671574812,341.0,0.23719943748258004
